Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Iceland,Manufacturing & construction,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.138,0.010,0.046,-3.024,0.003
Iceland,Manure management,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.077,0.050,0.020,-3.912,0.000
Iceland,Manure management,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.076,0.050,0.020,-3.809,0.000
Iceland,Manure management,2019,Methane (CH4),OECD with EU15 effects,negative,-0.049,0.050,0.020,-2.517,0.012
Iceland,Metal industry,2008,Methane (CH4),OECD with EU15 effects,positive,0.205,0.050,0.104,1.979,0.048
Iceland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.230,0.050,0.048,-4.768,0.000
Iceland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.240,0.010,0.056,-4.300,0.000
Iceland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.288,0.001,0.067,-4.307,0.000
Iceland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD,negative,-0.234,0.050,0.047,-4.993,0.000
Iceland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD,negative,-0.224,0.010,0.055,-4.041,0.000
Iceland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.230,0.050,0.048,-4.768,0.000
Iceland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.240,0.010,0.056,-4.300,0.000
Iceland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.288,0.001,0.067,-4.307,0.000
Iceland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.234,0.050,0.047,-4.993,0.000
Iceland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.224,0.010,0.055,-4.041,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.248,0.050,0.041,-6.030,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.250,0.010,0.047,-5.262,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.322,0.001,0.056,-5.720,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,-0.246,0.050,0.039,-6.259,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,-0.268,0.010,0.046,-5.798,0.000
Iceland,Non-energy fuel products,2010,Carbon dioxide (CO2),OECD,negative,-0.277,0.001,0.050,-5.482,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.248,0.050,0.041,-6.030,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.250,0.010,0.047,-5.262,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.322,0.001,0.056,-5.720,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.246,0.050,0.039,-6.259,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.268,0.010,0.046,-5.798,0.000
Iceland,Non-energy fuel products,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.277,0.001,0.050,-5.482,0.000
Iceland,Non-specified,2006,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.788,0.050,0.338,-2.334,0.020
Iceland,Non-specified,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,16.491,0.001,1.188,13.888,0.000
Iceland,Non-specified,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,16.518,0.001,1.065,15.510,0.000
Iceland,Non-specified,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-17.227,0.001,1.198,-14.378,0.000
Iceland,Non-specified,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-17.107,0.001,1.073,-15.946,0.000
Iceland,Non-specified,2015,Carbon dioxide (CO2),OECD with EU15 effects,positive,12.591,0.010,0.335,37.558,0.000
Iceland,Non-specified,2015,Carbon dioxide (CO2),OECD with EU15 effects,positive,11.722,0.001,0.550,21.308,0.000
Iceland,Non-specified,2015,Carbon dioxide (CO2),OECD,negative,12.676,0.010,0.319,39.735,0.000
Iceland,Non-specified,2015,Carbon dioxide (CO2),OECD,negative,11.563,0.001,0.559,20.687,0.000
Iceland,Non-specified,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,12.617,0.010,0.405,31.116,0.000
Iceland,Non-specified,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,12.652,0.001,0.577,21.926,0.000
Iceland,Non-specified,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,13.006,0.001,0.517,25.177,0.000
Iceland,Non-specified,2015,Methane (CH4),OECD with EU15 effects,positive,3.345,0.050,0.317,10.550,0.000
Iceland,Non-specified,2015,Methane (CH4),OECD with EU15 effects,positive,3.692,0.010,0.377,9.797,0.000
Iceland,Non-specified,2015,Methane (CH4),OECD,negative,3.681,0.050,0.327,11.244,0.000
Iceland,Non-specified,2015,Methane (CH4),OECD,negative,3.920,0.010,0.362,10.823,0.000
Iceland,Non-specified,2015,Methane (CH4),OECD,negative,3.503,0.001,0.418,8.377,0.000
Iceland,Oil and natural gas,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.316,0.050,0.118,2.675,0.008
Iceland,Oil and natural gas,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.407,0.050,0.107,3.792,0.000
Iceland,Oil and natural gas,2011,Methane (CH4),OECD with EU15 effects,positive,0.418,0.050,0.096,4.335,0.000
Iceland,Oil and natural gas,2011,Methane (CH4),OECD with EU15 effects,positive,0.345,0.010,0.109,3.155,0.002
Iceland,Oil and natural gas,2011,Methane (CH4),OECD,negative,0.236,0.050,0.086,2.745,0.006
Iceland,Oil and natural gas,2011,Methane (CH4),OECD,negative,0.397,0.010,0.103,3.873,0.000
Iceland,Other product manufacture,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.347,0.050,0.056,6.165,0.000
Iceland,Other product manufacture,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.346,0.050,0.059,-5.847,0.000
Iceland,Other transportation,2016,Carbon dioxide (CO2),OECD with EU15 effects,positive,12.456,0.010,0.583,21.368,0.000
Iceland,Other transportation,2016,Carbon dioxide (CO2),OECD with EU15 effects,positive,13.599,0.001,0.547,24.870,0.000
Iceland,Other transportation,2016,Carbon dioxide (CO2),OECD,negative,13.062,0.050,0.426,30.631,0.000
Iceland,Other transportation,2016,Carbon dioxide (CO2),OECD,negative,12.022,0.010,0.573,20.988,0.000
Iceland,Other transportation,2016,Carbon dioxide (CO2),OECD,negative,13.204,0.001,0.532,24.825,0.000
Iceland,Other transportation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,12.458,0.010,0.583,21.374,0.000
Iceland,Other transportation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,13.602,0.001,0.547,24.876,0.000
Iceland,Other transportation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,13.065,0.050,0.426,30.642,0.000
Iceland,Other transportation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,12.025,0.010,0.573,20.994,0.000
Iceland,Other transportation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,13.207,0.001,0.532,24.832,0.000
Iceland,Other transportation,2016,Methane (CH4),OECD with EU15 effects,positive,1.781,0.050,0.289,6.160,0.000
Iceland,Other transportation,2016,Methane (CH4),OECD with EU15 effects,positive,1.866,0.010,0.322,5.799,0.000
Iceland,Other transportation,2016,Methane (CH4),OECD with EU15 effects,positive,1.983,0.001,0.351,5.654,0.000
Iceland,Other transportation,2020,Carbon dioxide (CO2),OECD with EU15 effects,positive,2.429,0.010,0.784,3.098,0.002
Iceland,Other transportation,2020,Carbon dioxide (CO2),OECD,negative,2.597,0.010,0.773,3.360,0.001
Iceland,Other transportation,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,2.429,0.010,0.784,3.098,0.002
Iceland,Other transportation,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,2.597,0.010,0.773,3.360,0.001
Iceland,Other transportation,2020,Methane (CH4),OECD with EU15 effects,positive,2.446,0.010,0.432,5.663,0.000
Iceland,Other transportation,2020,Methane (CH4),OECD with EU15 effects,positive,2.475,0.001,0.471,5.249,0.000
Iceland,Other transportation,2020,Methane (CH4),OECD,negative,3.710,0.050,0.346,10.721,0.000
Iceland,Other transportation,2020,Methane (CH4),OECD,negative,3.763,0.010,0.366,10.290,0.000
Iceland,Other transportation,2020,Methane (CH4),OECD,negative,3.981,0.001,0.402,9.909,0.000
Iceland,Residential,2006,Methane (CH4),OECD with EU15 effects,negative,-0.154,0.050,0.045,-3.428,0.001
Iceland,Residential,2006,Methane (CH4),OECD with EU15 effects,negative,-0.189,0.010,0.049,-3.821,0.000
Iceland,Residential,2006,Methane (CH4),OECD,negative,-0.263,0.050,0.044,-5.957,0.000
Iceland,Residential,2006,Methane (CH4),OECD,negative,-0.196,0.010,0.049,-3.986,0.000
Iceland,Road transport,1997,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.177,0.050,0.033,-5.348,0.000
Iceland,Road transport,1997,Carbon dioxide (CO2),OECD,negative,-0.210,0.050,0.034,-6.244,0.000
Iceland,Road transport,1997,Carbon dioxide (CO2),OECD,negative,-0.220,0.010,0.036,-6.207,0.000
Iceland,Road transport,1997,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.187,0.050,0.033,-5.616,0.000
Iceland,Road transport,1997,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.207,0.050,0.034,-6.184,0.000
Iceland,Road transport,1997,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.221,0.010,0.036,-6.234,0.000
Iceland,Road transport,2000,Methane (CH4),OECD with EU15 effects,negative,-0.374,0.050,0.054,-6.859,0.000
Iceland,Road transport,2000,Methane (CH4),OECD with EU15 effects,negative,-0.340,0.010,0.053,-6.364,0.000
Iceland,Road transport,2000,Methane (CH4),OECD with EU15 effects,negative,-0.406,0.001,0.059,-6.869,0.000
Iceland,Road transport,2000,Methane (CH4),OECD,negative,-0.288,0.050,0.053,-5.436,0.000
Iceland,Road transport,2000,Methane (CH4),OECD,negative,-0.362,0.010,0.054,-6.715,0.000
Iceland,Road transport,2000,Methane (CH4),OECD,negative,-0.472,0.001,0.064,-7.329,0.000
Iceland,Road transport,2006,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.119,0.050,0.021,5.777,0.000
Iceland,Road transport,2006,Carbon dioxide (CO2),OECD,negative,0.144,0.050,0.020,7.193,0.000
Iceland,Road transport,2006,Carbon dioxide (CO2),OECD,negative,0.138,0.010,0.021,6.606,0.000
Iceland,Road transport,2006,Carbon dioxide (CO2),OECD,negative,0.104,0.001,0.024,4.289,0.000
Iceland,Road transport,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.115,0.050,0.021,5.518,0.000
Iceland,Road transport,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.141,0.050,0.020,7.034,0.000
Iceland,Road transport,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.133,0.010,0.021,6.378,0.000
Iceland,Substitutes for ODS,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.688,0.050,0.097,-7.081,0.000
Iceland,Substitutes for ODS,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.550,0.050,0.089,6.185,0.000
Iceland,Wastewater treatment,2001,Methane (CH4),OECD with EU15 effects,negative,-0.154,0.050,0.024,-6.476,0.000
Iceland,Water-borne navigation,2001,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.472,0.050,0.161,-2.937,0.003
Iceland,Water-borne navigation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.472,0.050,0.161,-2.936,0.003
Iceland,Water-borne navigation,2002,Carbon dioxide (CO2),OECD,negative,-0.494,0.050,0.150,-3.294,0.001
Iceland,Water-borne navigation,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.494,0.050,0.150,-3.294,0.001
Ireland,Biological treatment - waste,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.692,0.050,0.122,13.855,0.000
Ireland,Biological treatment - waste,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.704,0.010,0.132,12.952,0.000
Ireland,Biological treatment - waste,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.776,0.001,0.149,11.933,0.000
Ireland,Biological treatment - waste,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,1.756,0.050,0.123,14.289,0.000
Ireland,Biological treatment - waste,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,1.858,0.010,0.130,14.294,0.000
Ireland,Biological treatment - waste,2003,Methane (CH4),OECD with EU15 effects,positive,0.453,0.050,0.221,2.049,0.041
Ireland,Biological treatment - waste,2003,Methane (CH4),OECD with EU15 effects,positive,1.747,0.010,0.121,14.451,0.000
Ireland,Biological treatment - waste,2003,Methane (CH4),OECD with EU15 effects,positive,1.826,0.001,0.128,14.309,0.000
Ireland,Biological treatment - waste,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.783,0.050,0.107,16.690,0.000
Ireland,Biological treatment - waste,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.729,0.010,0.128,13.524,0.000
Ireland,Biological treatment - waste,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.727,0.001,0.133,12.999,0.000
Ireland,Biological treatment - waste,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.757,0.050,0.150,5.065,0.000
Ireland,Biological treatment - waste,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.922,0.010,0.155,5.962,0.000
Ireland,Biomass burning,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.222,0.050,0.080,2.773,0.006
Ireland,Biomass burning,2011,Methane (CH4),OECD with EU15 effects,positive,0.222,0.050,0.080,2.773,0.006
Ireland,Biomass burning,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.407,0.050,0.086,4.726,0.000
Ireland,Biomass burning,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.435,0.010,0.090,4.827,0.000
Ireland,Biomass burning,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.600,0.001,0.120,5.022,0.000
Ireland,Civil aviation,2000,Carbon dioxide (CO2),EU15,negative,0.502,0.050,0.134,3.752,0.000
Ireland,Civil aviation,2000,Carbon dioxide (CO2),EU15,negative,0.562,0.010,0.135,4.166,0.000
Ireland,Civil aviation,2000,Carbon dioxide (CO2),EU15,negative,0.708,0.001,0.136,5.219,0.000
Ireland,Civil aviation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.502,0.050,0.134,3.752,0.000
Ireland,Civil aviation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.562,0.010,0.135,4.166,0.000
Ireland,Civil aviation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.708,0.001,0.136,5.219,0.000
Ireland,Civil aviation,2001,Methane (CH4),EU15,negative,-0.906,0.050,0.115,-7.910,0.000
Ireland,Civil aviation,2001,Methane (CH4),EU15,negative,-0.693,0.010,0.119,-5.842,0.000
Ireland,Civil aviation,2011,Carbon dioxide (CO2),OECD with EU15 effects,negative,-1.956,0.050,0.128,-15.269,0.000
Ireland,Civil aviation,2011,Carbon dioxide (CO2),OECD with EU15 effects,negative,-1.917,0.010,0.130,-14.723,0.000
Ireland,Civil aviation,2011,Carbon dioxide (CO2),EU15,negative,-1.560,0.050,0.106,-14.737,0.000
Ireland,Civil aviation,2011,Carbon dioxide (CO2),EU15,negative,-1.601,0.010,0.105,-15.280,0.000
Ireland,Civil aviation,2011,Carbon dioxide (CO2),EU15,negative,-1.651,0.001,0.109,-15.114,0.000
Ireland,Civil aviation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.956,0.050,0.128,-15.269,0.000
Ireland,Civil aviation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.917,0.010,0.130,-14.723,0.000
Ireland,Civil aviation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-1.560,0.050,0.106,-14.737,0.000
Ireland,Civil aviation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-1.601,0.010,0.105,-15.280,0.000
Ireland,Civil aviation,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-1.651,0.001,0.109,-15.114,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD with EU15 effects,negative,-1.412,0.050,0.119,-11.848,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD with EU15 effects,negative,-1.744,0.010,0.122,-14.337,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD with EU15 effects,negative,-1.893,0.001,0.134,-14.095,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD,negative,-1.568,0.050,0.129,-12.182,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD,negative,-1.852,0.010,0.125,-14.858,0.000
Ireland,Civil aviation,2011,Methane (CH4),OECD,negative,-1.770,0.001,0.128,-13.788,0.000
Ireland,Civil aviation,2011,Methane (CH4),EU15,negative,-0.669,0.001,0.134,-5.010,0.000
Ireland,Civil aviation,2015,Carbon dioxide (CO2),OECD,negative,-2.271,0.010,0.141,-16.159,0.000
Ireland,Civil aviation,2015,Carbon dioxide (CO2),OECD,negative,-2.365,0.001,0.297,-7.954,0.000
Ireland,Civil aviation,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-2.271,0.010,0.141,-16.159,0.000
Ireland,Civil aviation,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-2.365,0.001,0.297,-7.951,0.000
Ireland,Civil aviation,2016,Carbon dioxide (CO2),OECD,negative,-2.045,0.050,0.172,-11.921,0.000
Ireland,Civil aviation,2016,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-2.045,0.050,0.172,-11.921,0.000
Ireland,Civil aviation,2016,Methane (CH4),EU15,negative,-0.407,0.050,0.109,-3.744,0.000
Ireland,Civil aviation,2020,Carbon dioxide (CO2),OECD,negative,-0.758,0.050,0.234,-3.233,0.001
Ireland,Civil aviation,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.758,0.050,0.234,-3.233,0.001
Ireland,Civil aviation,2020,Methane (CH4),OECD with EU15 effects,negative,-0.694,0.010,0.193,-3.592,0.000
Ireland,Civil aviation,2020,Methane (CH4),OECD with EU15 effects,negative,-0.751,0.001,0.214,-3.509,0.000
Ireland,Civil aviation,2020,Methane (CH4),OECD,negative,-0.821,0.001,0.208,-3.953,0.000
Ireland,Direct N2O - managed soils,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.039,0.050,0.016,-2.405,0.017
Ireland,Direct N2O - managed soils,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.050,0.010,0.017,-2.909,0.004
Ireland,Direct N2O - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.180,0.050,0.024,-7.485,0.000
Ireland,Direct N2O - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.225,0.010,0.025,-9.164,0.000
Ireland,Direct N2O - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.220,0.001,0.030,-7.355,0.000
Ireland,Direct N2O - managed soils,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.111,0.050,0.025,-4.435,0.000
Ireland,Direct N2O - managed soils,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.130,0.010,0.029,-4.533,0.000
Ireland,Direct N2O - managed soils,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.117,0.001,0.020,-5.768,0.000
Ireland,Electricity and heat,2004,Methane (CH4),EU15,negative,-0.298,0.050,0.045,-6.586,0.000
Ireland,Electricity and heat,2004,Methane (CH4),EU15,negative,-0.286,0.010,0.047,-6.139,0.000
Ireland,Electricity and heat,2004,Methane (CH4),EU15,negative,-0.273,0.001,0.047,-5.757,0.000
Ireland,Electricity and heat,2006,Carbon dioxide (CO2),OECD,negative,-0.285,0.050,0.052,-5.535,0.000
Ireland,Electricity and heat,2006,Carbon dioxide (CO2),OECD,negative,-0.282,0.010,0.057,-4.933,0.000
Ireland,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.295,0.050,0.052,-5.667,0.000
Ireland,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.282,0.010,0.057,-4.941,0.000
Ireland,Electronics industry,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.925,0.050,0.338,-2.737,0.006
Ireland,Electronics industry,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.925,0.010,0.338,-2.737,0.006
Ireland,Electronics industry,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.267,0.050,0.308,-4.116,0.000
Ireland,Electronics industry,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.267,0.010,0.308,-4.116,0.000
Ireland,Electronics industry,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.382,0.001,0.322,-4.290,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.120,0.050,0.018,6.494,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.115,0.010,0.022,5.285,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.095,0.001,0.024,3.970,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.072,0.050,0.018,4.054,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.070,0.050,0.012,5.938,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.059,0.010,0.014,4.276,0.000
Ireland,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.065,0.001,0.016,4.173,0.000
Ireland,Enteric fermentation,2000,Methane (CH4),OECD with EU15 effects,positive,0.120,0.050,0.018,6.494,0.000
Ireland,Enteric fermentation,2000,Methane (CH4),OECD with EU15 effects,positive,0.115,0.010,0.022,5.285,0.000
Ireland,Enteric fermentation,2000,Methane (CH4),OECD with EU15 effects,positive,0.095,0.001,0.024,3.970,0.000
Ireland,Enteric fermentation,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.054,0.050,0.018,3.031,0.003
Ireland,Enteric fermentation,2015,Methane (CH4),OECD with EU15 effects,positive,0.054,0.050,0.018,3.031,0.003
Ireland,Enteric fermentation,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.093,0.050,0.013,-7.036,0.000
Ireland,Enteric fermentation,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.092,0.010,0.016,-5.848,0.000
Ireland,Glass Production,2014,Carbon dioxide (CO2),EU15,negative,0.466,0.050,0.219,2.134,0.034
Ireland,Glass Production,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.466,0.050,0.219,2.134,0.034
Ireland,Incineration of waste,2010,Methane (CH4),OECD with EU15 effects,positive,0.720,0.050,0.091,7.865,0.000
Ireland,Incineration of waste,2010,Methane (CH4),OECD with EU15 effects,positive,0.742,0.010,0.102,7.258,0.000
Ireland,Incineration of waste,2010,Methane (CH4),OECD,negative,-0.345,0.050,0.050,-6.862,0.000
Ireland,Incineration of waste,2010,Methane (CH4),OECD,negative,-0.344,0.010,0.056,-6.109,0.000
Ireland,Incineration of waste,2010,Methane (CH4),EU15,negative,-0.431,0.050,0.066,-6.513,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.643,0.050,0.058,-11.146,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.668,0.010,0.061,-10.959,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.756,0.001,0.078,-9.679,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.604,0.050,0.052,-11.606,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.625,0.010,0.055,-11.318,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.648,0.001,0.064,-10.103,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.700,0.050,0.065,-10.821,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.711,0.010,0.067,-10.647,0.000
Ireland,Incineration of waste,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.838,0.001,0.070,-11.908,0.000
Ireland,Incineration of waste,2012,Methane (CH4),OECD with EU15 effects,negative,-1.229,0.050,0.095,-12.991,0.000
Ireland,Incineration of waste,2012,Methane (CH4),OECD with EU15 effects,negative,-1.246,0.010,0.106,-11.760,0.000
Ireland,Incineration of waste,2012,Methane (CH4),OECD with EU15 effects,negative,-0.608,0.001,0.077,-7.927,0.000
Ireland,Incineration of waste,2012,Methane (CH4),OECD,negative,-0.461,0.001,0.070,-6.628,0.000
Ireland,Incineration of waste,2012,Methane (CH4),EU15,negative,-0.639,0.010,0.073,-8.747,0.000
Ireland,Incineration of waste,2012,Methane (CH4),EU15,negative,-0.751,0.001,0.075,-9.969,0.000
