gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
co2,EU15,Railways,0.05,Italy,2008,-0.476,0.064,-7.489,0.000,negative
co2,EU15,Railways,0.05,Italy,2016,0.357,0.075,4.796,0.000,positive
co2,EU15,Railways,0.05,Luxembourg,2005,-0.436,0.071,-6.152,0.000,negative
co2,EU15,Railways,0.05,Netherlands,2004,0.318,0.052,6.067,0.000,positive
co2,EU15,Railways,0.05,Portugal,2003,-0.516,0.058,-8.940,0.000,negative
co2,EU15,Railways,0.05,Sweden,1998,-0.815,0.144,-5.677,0.000,negative
co2,EU15,Railways,0.05,Sweden,2000,0.481,0.128,3.768,0.000,positive
co2,EU15,Railways,0.01,Austria,2004,0.371,0.058,6.413,0.000,positive
co2,EU15,Railways,0.01,Denmark,2009,0.635,0.055,11.608,0.000,positive
co2,EU15,Railways,0.01,Spain,2004,0.339,0.074,4.559,0.000,positive
co2,EU15,Railways,0.01,France,2001,-0.572,0.071,-8.003,0.000,negative
co2,EU15,Railways,0.01,UnitedKingdom,2009,0.386,0.061,6.324,0.000,positive
co2,EU15,Railways,0.01,Greece,2014,-0.265,0.088,-3.001,0.003,negative
co2,EU15,Railways,0.01,Italy,2008,-0.545,0.068,-8.038,0.000,negative
co2,EU15,Railways,0.01,Italy,2016,0.455,0.080,5.670,0.000,positive
co2,EU15,Railways,0.01,Portugal,2003,-0.496,0.064,-7.772,0.000,negative
co2,EU15,Railways,0.01,Sweden,1998,-0.820,0.161,-5.094,0.000,negative
co2,EU15,Railways,0.01,Sweden,2000,0.453,0.143,3.168,0.002,positive
co2,EU15,Railways,0.001,Denmark,2009,0.602,0.069,8.664,0.000,positive
co2,EU15,Railways,0.001,UnitedKingdom,2009,0.434,0.074,5.849,0.000,positive
co2,EU15,Railways,0.001,Greece,2014,-0.365,0.110,-3.319,0.001,negative
co2,EU15,Railways,0.001,Italy,2008,-0.443,0.075,-5.918,0.000,negative
co2,EU15,Railways,0.001,Portugal,2003,-0.563,0.081,-6.988,0.000,negative
co2,EU15,Railways,0.001,Sweden,1998,-0.827,0.206,-4.016,0.000,negative
co2,EU15,Railways,0.001,Sweden,2000,0.456,0.183,2.501,0.013,positive
co2,EU15,Residential,0.05,Germany,2012,0.154,0.029,5.261,0.000,positive
co2,EU15,Residential,0.05,Denmark,2001,-0.169,0.033,-5.089,0.000,negative
co2,EU15,Residential,0.05,Spain,2003,0.135,0.034,3.910,0.000,positive
co2,EU15,Residential,0.05,Spain,2014,0.208,0.032,6.505,0.000,positive
co2,EU15,Residential,0.05,Finland,2000,-0.321,0.037,-8.657,0.000,negative
co2,EU15,Residential,0.05,Greece,2002,0.295,0.034,8.592,0.000,positive
co2,EU15,Residential,0.05,Greece,2013,-0.213,0.038,-5.552,0.000,negative
co2,EU15,Residential,0.05,Italy,2009,0.227,0.032,6.981,0.000,positive
co2,EU15,Residential,0.05,Italy,2016,0.132,0.037,3.541,0.000,positive
co2,EU15,Residential,0.05,Luxembourg,2000,0.157,0.045,3.482,0.001,positive
co2,EU15,Residential,0.05,Portugal,2000,0.243,0.040,6.101,0.000,positive
co2,EU15,Residential,0.05,Portugal,2014,0.167,0.034,4.936,0.000,positive
co2,EU15,Residential,0.05,Sweden,2016,-0.296,0.035,-8.387,0.000,negative
co2,EU15,Residential,0.01,Germany,2012,0.168,0.030,5.680,0.000,positive
co2,EU15,Residential,0.01,Denmark,2001,-0.194,0.033,-5.828,0.000,negative
co2,EU15,Residential,0.01,Spain,2003,0.144,0.035,4.085,0.000,positive
co2,EU15,Residential,0.01,Spain,2014,0.227,0.032,7.152,0.000,positive
co2,EU15,Residential,0.01,Finland,2000,-0.351,0.037,-9.475,0.000,negative
co2,EU15,Residential,0.01,Greece,2002,0.299,0.035,8.422,0.000,positive
co2,EU15,Residential,0.01,Greece,2012,-0.280,0.038,-7.449,0.000,negative
co2,EU15,Residential,0.01,Italy,2009,0.208,0.033,6.264,0.000,positive
co2,EU15,Residential,0.01,Italy,2016,0.123,0.038,3.237,0.001,positive
co2,EU15,Residential,0.01,Portugal,2000,0.244,0.037,6.549,0.000,positive
co2,EU15,Residential,0.01,Portugal,2014,0.175,0.034,5.184,0.000,positive
co2,EU15,Residential,0.01,Sweden,2008,-0.228,0.042,-5.394,0.000,negative
co2,EU15,Residential,0.01,Sweden,2016,-0.292,0.036,-8.063,0.000,negative
co2,EU15,Residential,0.001,Spain,2003,0.177,0.042,4.180,0.000,positive
co2,EU15,Residential,0.001,Spain,2012,0.182,0.037,4.900,0.000,positive
co2,EU15,Residential,0.001,Finland,2000,-0.372,0.043,-8.741,0.000,negative
co2,EU15,Residential,0.001,Greece,2002,0.295,0.042,7.101,0.000,positive
co2,EU15,Residential,0.001,Greece,2012,-0.357,0.041,-8.628,0.000,negative
co2,EU15,Residential,0.001,Italy,2009,0.255,0.033,7.618,0.000,positive
co2,EU15,Residential,0.001,Portugal,2000,0.296,0.043,6.948,0.000,positive
co2,EU15,Residential,0.001,Sweden,2015,-0.382,0.038,-9.936,0.000,negative
co2,EU15,Road transport,0.05,Austria,2013,0.114,0.015,7.689,0.000,positive
co2,EU15,Road transport,0.05,Germany,2003,-0.141,0.017,-8.383,0.000,negative
co2,EU15,Road transport,0.05,Germany,2012,0.182,0.017,10.526,0.000,positive
co2,EU15,Road transport,0.05,Spain,2004,0.117,0.020,5.750,0.000,positive
co2,EU15,Road transport,0.05,Spain,2010,-0.104,0.019,-5.583,0.000,negative
co2,EU15,Road transport,0.05,Spain,2017,0.064,0.019,3.263,0.001,positive
co2,EU15,Road transport,0.05,Finland,2000,-0.107,0.019,-5.503,0.000,negative
co2,EU15,Road transport,0.05,France,2012,0.089,0.014,6.156,0.000,positive
co2,EU15,Road transport,0.05,UnitedKingdom,2014,0.078,0.017,4.699,0.000,positive
co2,EU15,Road transport,0.05,Ireland,2006,0.068,0.022,3.087,0.002,positive
co2,EU15,Road transport,0.05,Ireland,2010,-0.123,0.021,-5.890,0.000,negative
co2,EU15,Road transport,0.05,Ireland,2017,-0.100,0.025,-4.001,0.000,negative
co2,EU15,Road transport,0.05,Italy,2016,-0.052,0.015,-3.387,0.001,negative
co2,EU15,Road transport,0.05,Luxembourg,2000,0.088,0.026,3.344,0.001,positive
co2,EU15,Road transport,0.05,Luxembourg,2015,-0.158,0.026,-6.041,0.000,negative
co2,EU15,Road transport,0.05,Luxembourg,2020,-0.102,0.028,-3.626,0.000,negative
co2,EU15,Road transport,0.05,Portugal,1999,0.111,0.019,5.854,0.000,positive
co2,EU15,Road transport,0.05,Sweden,2005,-0.105,0.015,-6.813,0.000,negative
co2,EU15,Road transport,0.05,Sweden,2016,-0.173,0.017,-10.027,0.000,negative
co2,EU15,Road transport,0.01,Austria,2002,0.140,0.020,6.859,0.000,positive
co2,EU15,Road transport,0.01,Austria,2013,0.111,0.019,5.994,0.000,positive
co2,EU15,Road transport,0.01,Germany,2003,-0.153,0.021,-7.248,0.000,negative
co2,EU15,Road transport,0.01,Germany,2012,0.170,0.021,8.077,0.000,positive
co2,EU15,Road transport,0.01,Spain,2002,0.122,0.020,6.047,0.000,positive
co2,EU15,Road transport,0.01,Finland,2000,-0.140,0.022,-6.251,0.000,negative
co2,EU15,Road transport,0.01,France,2012,0.075,0.017,4.378,0.000,positive
co2,EU15,Road transport,0.01,Ireland,1998,0.154,0.031,5.007,0.000,positive
co2,EU15,Road transport,0.01,Ireland,2011,-0.080,0.022,-3.597,0.000,negative
co2,EU15,Road transport,0.01,Ireland,2017,-0.165,0.030,-5.509,0.000,negative
co2,EU15,Road transport,0.01,Luxembourg,2000,0.109,0.030,3.653,0.000,positive
co2,EU15,Road transport,0.01,Luxembourg,2015,-0.185,0.029,-6.328,0.000,negative
co2,EU15,Road transport,0.01,Luxembourg,2020,-0.138,0.031,-4.420,0.000,negative
co2,EU15,Road transport,0.01,Sweden,2004,-0.135,0.019,-7.007,0.000,negative
co2,EU15,Road transport,0.01,Sweden,2016,-0.188,0.021,-9.018,0.000,negative
co2,EU15,Road transport,0.001,Austria,2002,0.141,0.022,6.516,0.000,positive
co2,EU15,Road transport,0.001,Austria,2013,0.112,0.019,5.748,0.000,positive
co2,EU15,Road transport,0.001,Germany,2003,-0.164,0.022,-7.408,0.000,negative
co2,EU15,Road transport,0.001,Germany,2012,0.156,0.022,7.084,0.000,positive
co2,EU15,Road transport,0.001,Spain,2002,0.116,0.021,5.512,0.000,positive
co2,EU15,Road transport,0.001,Finland,2000,-0.133,0.024,-5.609,0.000,negative
co2,EU15,Road transport,0.001,Ireland,1998,0.159,0.032,4.923,0.000,positive
co2,EU15,Road transport,0.001,Ireland,2017,-0.205,0.030,-6.857,0.000,negative
co2,EU15,Road transport,0.001,Luxembourg,2000,0.162,0.030,5.343,0.000,positive
co2,EU15,Road transport,0.001,Luxembourg,2015,-0.165,0.030,-5.463,0.000,negative
co2,EU15,Road transport,0.001,Luxembourg,2020,-0.130,0.033,-3.936,0.000,negative
co2,EU15,Road transport,0.001,Sweden,2004,-0.135,0.020,-6.673,0.000,negative
co2,EU15,Road transport,0.001,Sweden,2016,-0.186,0.022,-8.530,0.000,negative
co2,EU15,Solid fuels,0.05,Belgium,2008,2.530,0.259,9.786,0.000,positive
co2,EU15,Solid fuels,0.05,Spain,2003,-0.784,0.312,-2.515,0.012,negative
co2,EU15,Solid fuels,0.05,Greece,2012,-1.298,0.314,-4.130,0.000,negative
co2,EU15,Solid fuels,0.05,Ireland,2015,-0.989,0.424,-2.333,0.020,negative
co2,EU15,Solid fuels,0.05,Luxembourg,2002,0.844,0.389,2.172,0.031,positive
co2,EU15,Solid fuels,0.01,Belgium,2008,2.521,0.265,9.513,0.000,positive
co2,EU15,Solid fuels,0.01,Spain,2003,-0.869,0.320,-2.717,0.007,negative
co2,EU15,Solid fuels,0.01,Ireland,2015,-1.711,0.406,-4.216,0.000,negative
co2,EU15,Solid fuels,0.001,Belgium,2008,2.650,0.272,9.732,0.000,positive
co2,EU15,Urea application,0.05,Belgium,2003,1.136,0.249,4.562,0.000,positive
co2,EU15,Urea application,0.05,Greece,2011,2.272,0.252,9.015,0.000,positive
co2,EU15,Urea application,0.01,Belgium,2003,1.136,0.249,4.562,0.000,positive
co2,EU15,Urea application,0.01,Greece,2011,2.272,0.252,9.015,0.000,positive
co2,EU15,Urea application,0.001,Belgium,2003,1.007,0.278,3.621,0.000,positive
co2,EU15,Water-borne navigation,0.05,Belgium,2012,-0.344,0.095,-3.602,0.000,negative
co2,EU15,Water-borne navigation,0.05,Germany,1999,-0.489,0.138,-3.537,0.000,negative
co2,EU15,Water-borne navigation,0.05,Denmark,2012,-0.238,0.095,-2.508,0.013,negative
co2,EU15,Water-borne navigation,0.05,Spain,2008,-0.621,0.100,-6.203,0.000,negative
co2,EU15,Water-borne navigation,0.05,Ireland,2007,0.344,0.131,2.636,0.009,positive
co2,EU15,Water-borne navigation,0.05,Italy,2018,-0.439,0.122,-3.582,0.000,negative
co2,EU15,Water-borne navigation,0.05,Portugal,2007,0.989,0.098,10.076,0.000,positive
co2,EU15,Water-borne navigation,0.01,Belgium,2012,-0.309,0.099,-3.130,0.002,negative
co2,EU15,Water-borne navigation,0.01,Germany,1999,-0.514,0.144,-3.564,0.000,negative
co2,EU15,Water-borne navigation,0.01,Spain,2008,-0.589,0.104,-5.657,0.000,negative
co2,EU15,Water-borne navigation,0.01,Ireland,2007,0.417,0.136,3.071,0.002,positive
co2,EU15,Water-borne navigation,0.01,Italy,2018,-0.425,0.127,-3.340,0.001,negative
co2,EU15,Water-borne navigation,0.01,Luxembourg,2018,-0.759,0.169,-4.498,0.000,negative
co2,EU15,Water-borne navigation,0.01,Portugal,2007,1.003,0.102,9.877,0.000,positive
co2,EU15,Water-borne navigation,0.001,Spain,2008,-0.573,0.121,-4.748,0.000,negative
co2,EU15,Water-borne navigation,0.001,Luxembourg,2018,-0.783,0.193,-4.057,0.000,negative
co2,OECD,Carbonate uses,0.05,Chile,2010,0.631,0.159,3.981,0.000,positive
co2,OECD,Carbonate uses,0.05,Chile,2017,0.698,0.191,3.658,0.000,positive
co2,OECD,Carbonate uses,0.05,CostaRica,2016,0.703,0.217,3.238,0.001,positive
co2,OECD,Carbonate uses,0.05,Estonia,2012,0.907,0.140,6.500,0.000,positive
co2,OECD,Carbonate uses,0.05,Iceland,2017,0.947,0.171,5.537,0.000,positive
co2,OECD,Carbonate uses,0.05,Latvia,2010,-0.807,0.354,-2.280,0.023,negative
co2,OECD,Carbonate uses,0.05,Latvia,2011,-1.861,0.356,-5.225,0.000,negative
co2,OECD,Carbonate uses,0.05,Mexico,2012,1.784,0.256,6.975,0.000,positive
co2,OECD,Carbonate uses,0.05,Mexico,2014,0.629,0.279,2.257,0.024,positive
co2,OECD,Carbonate uses,0.05,NewZealand,2017,0.908,0.162,5.617,0.000,positive
co2,OECD,Carbonate uses,0.05,Turkiye,2010,0.564,0.141,4.003,0.000,positive
co2,OECD,Carbonate uses,0.01,Chile,2010,0.582,0.162,3.605,0.000,positive
co2,OECD,Carbonate uses,0.01,Chile,2017,0.671,0.195,3.440,0.001,positive
co2,OECD,Carbonate uses,0.01,CostaRica,2016,0.722,0.221,3.260,0.001,positive
co2,OECD,Carbonate uses,0.01,Estonia,2012,0.911,0.142,6.395,0.000,positive
co2,OECD,Carbonate uses,0.01,Iceland,2017,0.896,0.174,5.138,0.000,positive
co2,OECD,Carbonate uses,0.01,Latvia,2011,-2.579,0.146,-17.661,0.000,negative
co2,OECD,Carbonate uses,0.01,Mexico,2012,1.744,0.261,6.674,0.000,positive
co2,OECD,Carbonate uses,0.01,Mexico,2014,0.904,0.273,3.313,0.001,positive
co2,OECD,Carbonate uses,0.01,NewZealand,2017,0.850,0.165,5.149,0.000,positive
co2,OECD,Carbonate uses,0.001,Iceland,2017,0.634,0.184,3.449,0.001,positive
co2,OECD,Carbonate uses,0.001,Latvia,2011,-2.676,0.155,-17.281,0.000,negative
co2,OECD,Carbonate uses,0.001,Mexico,2012,2.412,0.147,16.437,0.000,positive
co2,OECD,Cement production,0.05,CostaRica,2004,0.349,0.095,3.654,0.000,positive
co2,OECD,Cement production,0.05,CostaRica,2017,-0.376,0.105,-3.569,0.000,negative
co2,OECD,Cement production,0.05,"Korea,Rep",2005,-0.688,0.090,-7.651,0.000,negative
co2,OECD,Cement production,0.05,Latvia,2010,1.536,0.087,17.704,0.000,positive
co2,OECD,Cement production,0.01,"Korea,Rep",2005,-0.722,0.104,-6.942,0.000,negative
co2,OECD,Chemical industry,0.05,Australia,2009,0.615,0.104,5.942,0.000,positive
co2,OECD,Chemical industry,0.05,Colombia,2002,-0.541,0.118,-4.569,0.000,negative
co2,OECD,Chemical industry,0.05,Denmark,2009,-3.804,0.108,-35.081,0.000,negative
co2,OECD,Chemical industry,0.05,Estonia,2010,-1.477,0.111,-13.263,0.000,negative
co2,OECD,Chemical industry,0.05,Israel,2010,0.607,0.113,5.365,0.000,positive
co2,OECD,Chemical industry,0.05,Lithuania,2005,0.414,0.116,3.556,0.000,positive
co2,OECD,Chemical industry,0.05,Norway,2008,0.254,0.101,2.522,0.012,positive
co2,OECD,Chemical industry,0.05,NewZealand,2010,0.611,0.104,5.857,0.000,positive
co2,OECD,Chemical industry,0.05,SlovakRepublic,2003,0.303,0.113,2.675,0.008,positive
co2,OECD,Chemical industry,0.05,Turkiye,2009,0.651,0.109,5.964,0.000,positive
co2,OECD,Chemical industry,0.01,Denmark,2009,-3.814,0.115,-33.206,0.000,negative
co2,OECD,Chemical industry,0.01,Estonia,2010,-1.544,0.116,-13.332,0.000,negative
co2,OECD,Chemical industry,0.01,Israel,2010,0.488,0.115,4.227,0.000,positive
co2,OECD,Chemical industry,0.01,NewZealand,2010,0.548,0.109,5.035,0.000,positive
co2,OECD,Chemical industry,0.001,Denmark,2009,-7.435,0.176,-42.149,0.000,negative
co2,OECD,Chemical industry,0.001,Denmark,2012,3.621,0.182,19.880,0.000,positive
co2,OECD,Chemical industry,0.001,Estonia,2010,-1.548,0.117,-13.278,0.000,negative
co2,OECD,Chemical industry,0.001,Israel,2009,0.485,0.116,4.187,0.000,positive
co2,OECD,Chemical industry,0.001,NewZealand,2010,0.543,0.110,4.955,0.000,positive
co2,OECD,Civil aviation,0.05,CostaRica,2004,1.313,0.174,7.553,0.000,positive
co2,OECD,Civil aviation,0.05,Ireland,2011,-1.946,0.129,-15.043,0.000,negative
co2,OECD,Civil aviation,0.05,Israel,2008,-16.766,0.198,-84.607,0.000,negative
co2,OECD,Civil aviation,0.05,Lithuania,2017,14.403,0.173,83.467,0.000,positive
co2,OECD,Civil aviation,0.05,Latvia,2015,-0.694,0.201,-3.460,0.001,negative
co2,OECD,Civil aviation,0.01,CostaRica,2004,1.313,0.174,7.553,0.000,positive
co2,OECD,Civil aviation,0.01,Ireland,2011,-1.946,0.129,-15.043,0.000,negative
co2,OECD,Civil aviation,0.01,Israel,2008,-16.766,0.198,-84.607,0.000,negative
co2,OECD,Civil aviation,0.01,Lithuania,2017,14.403,0.173,83.467,0.000,positive
co2,OECD,Civil aviation,0.01,Latvia,2015,-0.694,0.201,-3.460,0.001,negative
co2,OECD,Civil aviation,0.001,CostaRica,2004,1.328,0.176,7.550,0.000,positive
co2,OECD,Civil aviation,0.001,Ireland,2011,-1.940,0.131,-14.815,0.000,negative
co2,OECD,Civil aviation,0.001,Israel,2008,-16.771,0.201,-83.644,0.000,negative
co2,OECD,Civil aviation,0.001,Lithuania,2000,15.439,0.189,81.566,0.000,positive
co2,OECD,Civil aviation,0.001,Lithuania,2009,-15.610,0.168,-93.132,0.000,negative
co2,OECD,Civil aviation,0.001,Lithuania,2017,14.488,0.181,79.862,0.000,positive
co2,OECD,Civil aviation,0.001,Luxembourg,2000,13.464,0.171,78.525,0.000,positive
co2,OECD,Civil aviation,0.001,Latvia,2015,-0.691,0.203,-3.395,0.001,negative
co2,OECD,Electricity and heat,0.05,Canada,2005,-0.270,0.049,-5.510,0.000,negative
co2,OECD,Electricity and heat,0.05,Chile,2010,0.413,0.094,4.379,0.000,positive
co2,OECD,Electricity and heat,0.05,Chile,2012,0.387,0.093,4.142,0.000,positive
co2,OECD,Electricity and heat,0.05,Colombia,2013,0.724,0.052,14.035,0.000,positive
co2,OECD,Electricity and heat,0.05,CostaRica,1999,-0.726,0.106,-6.871,0.000,negative
co2,OECD,Electricity and heat,0.05,CostaRica,2005,0.565,0.136,4.163,0.000,positive
co2,OECD,Electricity and heat,0.05,CostaRica,2006,0.725,0.140,5.167,0.000,positive
co2,OECD,Electricity and heat,0.05,CostaRica,2015,-1.082,0.112,-9.658,0.000,negative
co2,OECD,Electricity and heat,0.05,Denmark,1999,-0.282,0.078,-3.623,0.000,negative
co2,OECD,Electricity and heat,0.05,Denmark,2012,-0.463,0.057,-8.097,0.000,negative
co2,OECD,Electricity and heat,0.05,Estonia,2001,0.217,0.069,3.160,0.002,positive
co2,OECD,Electricity and heat,0.05,Estonia,2010,0.430,0.058,7.372,0.000,positive
co2,OECD,Electricity and heat,0.05,Estonia,2019,-0.759,0.074,-10.284,0.000,negative
co2,OECD,Electricity and heat,0.05,UnitedKingdom,2015,-0.649,0.052,-12.596,0.000,negative
co2,OECD,Electricity and heat,0.05,Ireland,2006,-0.279,0.051,-5.418,0.000,negative
co2,OECD,Electricity and heat,0.05,Ireland,2020,-0.304,0.081,-3.768,0.000,negative
co2,OECD,Electricity and heat,0.05,Iceland,1998,-0.296,0.087,-3.396,0.001,negative
co2,OECD,Electricity and heat,0.05,Iceland,2007,0.598,0.131,4.564,0.000,positive
co2,OECD,Electricity and heat,0.05,Iceland,2009,-0.731,0.149,-4.916,0.000,negative
co2,OECD,Electricity and heat,0.05,Iceland,2013,0.482,0.105,4.571,0.000,positive
co2,OECD,Electricity and heat,0.05,Iceland,2017,-0.533,0.107,-4.988,0.000,negative
co2,OECD,Electricity and heat,0.05,Japan,2011,0.519,0.048,10.837,0.000,positive
co2,OECD,Electricity and heat,0.05,"Korea,Rep",2004,0.198,0.070,2.851,0.004,positive
co2,OECD,Electricity and heat,0.05,"Korea,Rep",2009,0.381,0.066,5.815,0.000,positive
co2,OECD,Electricity and heat,0.05,Lithuania,2013,-0.385,0.057,-6.761,0.000,negative
co2,OECD,Electricity and heat,0.05,Luxembourg,1998,-0.747,0.112,-6.693,0.000,negative
co2,OECD,Electricity and heat,0.05,Luxembourg,2002,0.829,0.114,7.271,0.000,positive
co2,OECD,Electricity and heat,0.05,Luxembourg,2016,-0.555,0.100,-5.533,0.000,negative
co2,OECD,Electricity and heat,0.05,Latvia,2013,0.254,0.055,4.635,0.000,positive
co2,OECD,Electricity and heat,0.05,NewZealand,1997,0.603,0.090,6.675,0.000,positive
co2,OECD,Electricity and heat,0.05,SlovakRepublic,2002,-0.242,0.056,-4.333,0.000,negative
co2,OECD,Electricity and heat,0.05,Slovenia,2016,0.189,0.055,3.455,0.001,positive
co2,OECD,Electricity and heat,0.05,Turkiye,2007,0.411,0.052,7.888,0.000,positive
co2,OECD,Electricity and heat,0.05,UnitedStates,2006,-0.339,0.056,-6.080,0.000,negative
co2,OECD,Electricity and heat,0.05,UnitedStates,2017,-0.214,0.063,-3.392,0.001,negative
co2,OECD,Electricity and heat,0.01,Canada,2005,-0.289,0.056,-5.151,0.000,negative
co2,OECD,Electricity and heat,0.01,Chile,2010,0.381,0.145,2.635,0.009,positive
co2,OECD,Electricity and heat,0.01,Chile,2011,0.443,0.145,3.050,0.002,positive
co2,OECD,Electricity and heat,0.01,Colombia,2013,0.703,0.057,12.316,0.000,positive
co2,OECD,Electricity and heat,0.01,CostaRica,1999,-0.866,0.108,-8.053,0.000,negative
co2,OECD,Electricity and heat,0.01,CostaRica,2005,0.558,0.156,3.569,0.000,positive
co2,OECD,Electricity and heat,0.01,CostaRica,2006,0.880,0.150,5.885,0.000,positive
co2,OECD,Electricity and heat,0.01,CostaRica,2015,-1.296,0.113,-11.473,0.000,negative
co2,OECD,Electricity and heat,0.01,Denmark,2012,-0.717,0.055,-13.143,0.000,negative
co2,OECD,Electricity and heat,0.01,Estonia,2010,0.485,0.062,7.880,0.000,positive
co2,OECD,Electricity and heat,0.01,Estonia,2019,-0.775,0.084,-9.171,0.000,negative
co2,OECD,Electricity and heat,0.01,UnitedKingdom,2015,-0.660,0.059,-11.155,0.000,negative
co2,OECD,Electricity and heat,0.01,Ireland,2006,-0.327,0.059,-5.576,0.000,negative
co2,OECD,Electricity and heat,0.01,Ireland,2020,-0.399,0.092,-4.343,0.000,negative
co2,OECD,Electricity and heat,0.01,Iceland,1998,-0.284,0.099,-2.852,0.004,negative
co2,OECD,Electricity and heat,0.01,Iceland,2007,0.572,0.151,3.798,0.000,positive
co2,OECD,Electricity and heat,0.01,Iceland,2009,-0.895,0.156,-5.734,0.000,negative
co2,OECD,Electricity and heat,0.01,Iceland,2013,0.647,0.099,6.533,0.000,positive
co2,OECD,Electricity and heat,0.01,Iceland,2017,-0.904,0.091,-9.891,0.000,negative
co2,OECD,Electricity and heat,0.01,Japan,2011,0.529,0.055,9.619,0.000,positive
co2,OECD,Electricity and heat,0.01,"Korea,Rep",2009,0.426,0.060,7.167,0.000,positive
co2,OECD,Electricity and heat,0.01,Lithuania,2013,-0.489,0.061,-8.019,0.000,negative
co2,OECD,Electricity and heat,0.01,Luxembourg,1998,-0.746,0.128,-5.816,0.000,negative
co2,OECD,Electricity and heat,0.01,Luxembourg,2002,0.803,0.131,6.139,0.000,positive
co2,OECD,Electricity and heat,0.01,Luxembourg,2016,-0.726,0.097,-7.470,0.000,negative
co2,OECD,Electricity and heat,0.01,NewZealand,1997,0.606,0.104,5.844,0.000,positive
co2,OECD,Electricity and heat,0.01,UnitedStates,2006,-0.364,0.063,-5.791,0.000,negative
co2,OECD,Electricity and heat,0.01,UnitedStates,2017,-0.232,0.072,-3.211,0.001,negative
co2,OECD,Electricity and heat,0.001,Chile,2011,0.832,0.067,12.468,0.000,positive
co2,OECD,Electricity and heat,0.001,Colombia,2013,0.699,0.069,10.130,0.000,positive
co2,OECD,Electricity and heat,0.001,CostaRica,1999,-0.737,0.125,-5.894,0.000,negative
co2,OECD,Electricity and heat,0.001,CostaRica,2006,1.427,0.097,14.744,0.000,positive
co2,OECD,Electricity and heat,0.001,CostaRica,2015,-1.668,0.103,-16.197,0.000,negative
co2,OECD,Electricity and heat,0.001,Denmark,2012,-0.716,0.066,-10.780,0.000,negative
co2,OECD,Electricity and heat,0.001,UnitedKingdom,2015,-0.657,0.072,-9.139,0.000,negative
co2,OECD,Electricity and heat,0.001,Ireland,2006,-0.411,0.069,-5.972,0.000,negative
co2,OECD,Electricity and heat,0.001,Iceland,2017,-0.663,0.085,-7.763,0.000,negative
co2,OECD,Electricity and heat,0.001,Japan,2011,0.521,0.067,7.806,0.000,positive
co2,OECD,Electricity and heat,0.001,Lithuania,2013,-0.540,0.073,-7.360,0.000,negative
co2,OECD,Electricity and heat,0.001,Luxembourg,2002,0.602,0.099,6.059,0.000,positive
co2,OECD,Electricity and heat,0.001,Luxembourg,2016,-1.110,0.083,-13.340,0.000,negative
co2,OECD,Electricity and heat,0.001,Norway,2009,1.241,0.065,19.055,0.000,positive
co2,OECD,Electricity and heat,0.001,UnitedStates,2006,-0.470,0.070,-6.710,0.000,negative
co2,OECD,Glass Production,0.05,Australia,2009,0.363,0.076,4.753,0.000,positive
co2,OECD,Glass Production,0.05,Chile,2009,0.207,0.075,2.755,0.006,positive
co2,OECD,Glass Production,0.05,Colombia,2009,0.239,0.075,3.165,0.002,positive
co2,OECD,Glass Production,0.05,Finland,2010,-2.101,0.072,-29.162,0.000,negative
co2,OECD,Glass Production,0.05,Israel,2009,0.297,0.078,3.810,0.000,positive
co2,OECD,Glass Production,0.05,"Korea,Rep",2009,0.345,0.083,4.160,0.000,positive
co2,OECD,Glass Production,0.05,Poland,2009,0.755,0.079,9.576,0.000,positive
co2,OECD,Glass Production,0.05,Turkiye,2010,0.645,0.110,5.843,0.000,positive
co2,OECD,Glass Production,0.05,Turkiye,2014,0.394,0.116,3.386,0.001,positive
co2,OECD,Glass Production,0.01,Finland,2010,-2.103,0.074,-28.490,0.000,negative
co2,OECD,Glass Production,0.01,Poland,2009,0.623,0.078,7.991,0.000,positive
co2,OECD,Glass Production,0.01,Turkiye,2010,0.688,0.081,8.499,0.000,positive
co2,OECD,Glass Production,0.001,Finland,2010,-2.107,0.077,-27.490,0.000,negative
co2,OECD,Glass Production,0.001,Turkiye,2010,0.610,0.083,7.319,0.000,positive
co2,OECD,Incineration of waste,0.05,Austria,2009,-1.528,0.132,-11.558,0.000,negative
co2,OECD,Incineration of waste,0.05,Belgium,2001,-0.738,0.224,-3.300,0.001,negative
co2,OECD,Incineration of waste,0.05,Belgium,2005,-2.302,0.192,-11.991,0.000,negative
co2,OECD,Incineration of waste,0.05,Chile,2012,0.657,0.139,4.729,0.000,positive
co2,OECD,Incineration of waste,0.05,UnitedKingdom,2004,-1.081,0.143,-7.542,0.000,negative
co2,OECD,Incineration of waste,0.05,Greece,2005,2.151,0.228,9.424,0.000,positive
co2,OECD,Incineration of waste,0.05,Greece,2008,0.572,0.224,2.550,0.011,positive
co2,OECD,Incineration of waste,0.05,"Korea,Rep",2016,0.472,0.165,2.866,0.004,positive
co2,OECD,Incineration of waste,0.05,Lithuania,2002,0.826,0.187,4.423,0.000,positive
co2,OECD,Incineration of waste,0.05,Lithuania,2011,0.862,0.169,5.105,0.000,positive
co2,OECD,Incineration of waste,0.05,Mexico,2013,1.874,0.141,13.283,0.000,positive
co2,OECD,Incineration of waste,0.05,Norway,2010,1.234,0.134,9.219,0.000,positive
co2,OECD,Incineration of waste,0.05,Poland,2012,0.971,0.150,6.477,0.000,positive
